SZd-ID;Datierung;Sterbejahr;epidat;epidat_;Weblink
wld-03.002.031-00;1786;1786;wdf-1007;wdf-1007;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1007
wld-03.002.032-00;1793;1793;wdf-1031;wdf-1031;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1031
wld-03.002.033-00;;;wdf-1032;wdf-1032;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1032
wld-03.002.034-00;1838;1838;wdf-1033;wdf-1033;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1033
wld-03.002.035-00;1842;1842;wdf-1034;wdf-1034;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1034
wld-03.002.036-00;1842;1842;wdf-1035;wdf-1035;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1035
wld-03.002.037-00;1842;1842;wdf-1036;wdf-1036;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1036
wld-03.002.038-00;;;wdf-1037;wdf-1037;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1037
wld-03.002.039-00;1841;1841;wdf-1015;wdf-1015;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1015
wld-03.002.040-00;1841;1841;wdf-1016;wdf-1016;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1016
wld-03.002.041-00;1847;1847;wdf-1017;wdf-1017;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1017
wld-03.002.042-00;1848;1848;wdf-1018;wdf-1018;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1018
wld-03.002.043-00;1849;1849;wdf-1019;wdf-1019;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1019
wld-03.002.044-00;1850;1850;wdf-1020;wdf-1020;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1020
wld-03.003.011-00;1831;1831;wdf-990;wdf-0990;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-990
wld-03.003.012-00;1778;1778;wdf-991;wdf-0991;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-991
wld-03.003.013-00;;;wdf-994;wdf-0994;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-994
wld-03.003.014-00;1779;1779;wdf-998;wdf-0998;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-998
wld-03.003.015-00;1780;1780;wdf-1000;wdf-1000;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1000
wld-03.003.016-00;1785;1785;wdf-1027;wdf-1027;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1027
wld-03.003.017-00;1785;1785;wdf-1028;wdf-1028;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1028
wld-03.003.017-00;1785;1785;wdf-1028;wdf-1028;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1028
wld-03.003.018-00;1786;1786;wdf-1029;wdf-1029;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1029
wld-03.003.019-00;1786;1786;wdf-1030;wdf-1030;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1030
wld-03.003.020-00;1793;1793;wdf-1050;wdf-1050;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1050
wld-03.003.021-00;1795;1795;wdf-1051;wdf-1051;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1051
wld-03.003.022-00;1839;1839;wdf-1052;wdf-1052;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1052
wld-03.003.023-00;1841;1841;wdf-1053;wdf-1053;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1053
wld-03.003.024-00;1842;1842;wdf-1038;wdf-1038;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1038
wld-03.003.025-00;1847;1847;wdf-1039;wdf-1039;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1039
wld-03.003.026-00;;;wdf-1040;wdf-1040;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1040
wld-03.003.027-00;1841;1841;wdf-1041;wdf-1041;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1041
wld-03.003.028-00;1851;1851;wdf-1021;wdf-1021;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1021
wld-03.003.029-00;1851;1851;wdf-1022;wdf-1022;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1022
wld-03.003.030-00;1851;1851;wdf-1023;wdf-1023;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1023
wld-03.003.031-00;1849;1849;wdf-1024;wdf-1024;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1024
wld-03.003.032-00;1851;1851;wdf-1025;wdf-1025;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1025
wld-03.004.021-00;1765;1765;wdf-996;wdf-0996;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-996
wld-03.004.022-00;1769;1769;wdf-1026;wdf-1026;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1026
wld-03.004.023-00;1785;1785;wdf-1042;wdf-1042;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1042
wld-03.004.024-00;1786;1786;wdf-1043;wdf-1043;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1043
wld-03.004.024-01;;;wdf-1044;wdf-1044;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1044
wld-03.004.025-00;1787;1787;wdf-1045;wdf-1045;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1045
wld-03.004.026-00;1787;1787;wdf-1046;wdf-1046;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1046
wld-03.004.027-00;1794;1794;wdf-1047;wdf-1047;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1047
wld-03.004.028-00;1796;1796;wdf-1048;wdf-1048;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1048
wld-03.004.029-00;;;wdf-1049;wdf-1049;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1049
wld-03.004.030-00;1889;1888/89;wdf-1054;wdf-1054;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1054
wld-03.004.031-00;1841;1841;wdf-1055;wdf-1055;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1055
wld-03.004.032-00;;;wdf-1056;wdf-1056;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1056
wld-03.004.033-00;1842;1842;wdf-1057;wdf-1057;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1057
wld-03.004.034-00;;;wdf-1058;wdf-1058;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1058
wld-03.004.035-00;1844;1844;wdf-1059;wdf-1059;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1059
wld-03.004.036-00;1845;1845;wdf-1060;wdf-1060;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1060
wld-03.004.037-00;1848;1848;wdf-1061;wdf-1061;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1061
wld-03.004.038-00;1847;1847;wdf-1062;wdf-1062;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1062
wld-03.004.039-00;1848;1848;wdf-1063;wdf-1063;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1063
wld-03.004.040-00;1848;1848;wdf-1064;wdf-1064;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1064
wld-03.004.041-00;;;wdf-1065;wdf-1065;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1065
wld-03.004.042-00;1849;1849;wdf-1066;wdf-1066;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1066
wld-03.004.043-00;1849;1849;wdf-1067;wdf-1067;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1067
wld-03.004.044-00;1850;1850;wdf-1068;wdf-1068;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1068
wld-03.004.045-00;1850;1850;wdf-1069;wdf-1069;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1069
wld-03.004.046-00;1850;1850;wdf-1070;wdf-1070;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1070
wld-03.004.047-00;1850;1850;wdf-1071;wdf-1071;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1071
wld-03.004.047-01;1850;1850;;;http://www.steinheim-institut.de/cgi-bin/epidat?id=
wld-03.004.048-00;;;wdf-1072;wdf-1072;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1072
wld-03.004.049-00;1850;1850;wdf-1073;wdf-1073;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1073
wld-03.005.014-00;1776;1776;wdf-1074;wdf-1074;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1074
wld-03.005.015-00;1777;1777;wdf-159;wdf-0159;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-159
wld-03.005.016-00;1785;1785;wdf-161;wdf-0161;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-161
wld-03.005.017-00;1789;1789;wdf-163;wdf-0163;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-163
wld-03.005.018-00;1785;1785;wdf-165;wdf-0165;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-165
wld-03.005.019-00;;;wdf-167;wdf-0167;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-167
wld-03.005.020-00;;;wdf-169;wdf-0169;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-169
wld-03.005.021-00;1788;1788;wdf-1075;wdf-1075;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1075
wld-03.005.022-00;;;wdf-1076;wdf-1076;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1076
wld-03.005.023-00;1796;1796;wdf-1077;wdf-1077;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1077
wld-03.005.024-00;1838;1838;wdf-1078;wdf-1078;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1078
wld-03.005.025-00;1846;1846;wdf-1079;wdf-1079;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1079
wld-03.005.026-00;1843;1843;wdf-1080;wdf-1080;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1080
wld-03.005.027-00;1842;1842;wdf-1081;wdf-1081;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1081
wld-03.005.028-00;1844;1844;wdf-1082;wdf-1082;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1082
wld-03.005.029-00;1845;1845;wdf-1083;wdf-1083;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1083
wld-03.005.030-00;1845;1845;wdf-1084;wdf-1084;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1084
wld-03.005.031-00;;;wdf-1085;wdf-1085;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1085
wld-03.005.032-00;1846;1846;wdf-1086;wdf-1086;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1086
wld-03.005.033-00;1848;1848;wdf-1087;wdf-1087;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1087
wld-03.005.034-00;1847;1847;wdf-1088;wdf-1088;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1088
wld-03.005.035-00;1847;1847;wdf-1089;wdf-1089;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1089
wld-03.005.036-00;;;wdf-1090;wdf-1090;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1090
wld-03.005.037-00;1848;1848;wdf-1091;wdf-1091;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1091
wld-03.005.038-00;1848;1848;wdf-1092;wdf-1092;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1092
wld-03.005.039-00;1848;1848;wdf-1093;wdf-1093;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1093
wld-03.005.040-00;1849;1849;wdf-1094;wdf-1094;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1094
wld-03.005.040-01;;;wdf-1095;wdf-1095;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1095
wld-03.005.041-00;1849;1849;wdf-1096;wdf-1096;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1096
wld-03.005.042-00;;;wdf-1097;wdf-1097;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1097
wld-03.005.043-00;1850;1850;wdf-1098;wdf-1098;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1098
wld-03.005.044-00;1850;1850;wdf-1099;wdf-1099;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1099
wld-03.005.045-00;1850;1850;wdf-1100;wdf-1100;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1100
wld-03.005.046-00;1850;1850;wdf-1101;wdf-1101;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1101
wld-03.005.047-00;1850;1850;wdf-1102;wdf-1102;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1102
wld-03.005.048-00;;;wdf-1103;wdf-1103;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1103
wld-03.005.049-00;;;wdf-1104;wdf-1104;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1104
wld-03.005.050-00;;;wdf-1105;wdf-1105;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1105
wld-03.008.038-00;1771;1771;wdf-924;wdf-0924;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-924
wld-03.008.039-00;1776;1776;wdf-925;wdf-0925;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-925
wld-03.008.040-00;1775;1775;wdf-926;wdf-0926;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-926
wld-03.008.041-00;;;wdf-927;wdf-0927;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-927
wld-03.008.042-00;;;wdf-928;wdf-0928;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-928
wld-03.008.043-00;1779;1779;wdf-962;wdf-0962;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-962
wld-03.008.044-00;1779;1779;wdf-963;wdf-0963;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-963
wld-03.008.045-00;;;wdf-964;wdf-0964;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-964
wld-03.008.046-00;1776;1776;wdf-965;wdf-0965;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-965
wld-03.008.047-00;1772;1772;wdf-966;wdf-0966;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-966
wld-03.008.048-00;1781;1781;wdf-967;wdf-0967;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-967
wld-03.008.049-00;1773;1773;wdf-968;wdf-0968;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-968
wld-03.008.050-00;1773;1773;wdf-969;wdf-0969;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-969
wld-03.008.051-00;1773;1773;wdf-970;wdf-0970;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-970
wld-03.008.052-00;1776;1776;wdf-971;wdf-0971;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-971
wld-03.008.053-00;;;wdf-972;wdf-0972;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-972
wld-03.008.054-00;1786;1786;wdf-988;wdf-0988;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-988
wld-03.008.055-00;;;wdf-989;wdf-0989;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-989
wld-03.009.047-00;;;wdf-861;wdf-0861;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-861
wld-03.009.049-00;1767;1767;wdf-862;wdf-0862;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-862
wld-03.009.049-00;1769;1769;wdf-863;wdf-0863;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-863
wld-03.009.050-00;1762;1762;wdf-864;wdf-0864;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-864
wld-03.009.051-00;1785;1785;wdf-865;wdf-0865;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-865
wld-03.009.052-00;1790;1790;wdf-932;wdf-0932;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-932
wld-03.009.053-00;1796;1796;wdf-933;wdf-0933;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-933
wld-03.009.054-00;;;wdf-934;wdf-0934;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-934
wld-03.009.055-00;1795;1795;wdf-935;wdf-0935;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-935
wld-03.009.056-00;1844;1844;wdf-936;wdf-0936;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-936
wld-03.009.057-00;1835;1835;wdf-937;wdf-0937;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-937
wld-03.009.058-00;1836;1836;wdf-938;wdf-0938;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-938
wld-03.009.059-00;1836;1836;wdf-939;wdf-0939;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-939
wld-03.009.060-00;1837;1837;wdf-940;wdf-0940;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-940
wld-03.009.061-00;1837;1837;wdf-941;wdf-0941;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-941
wld-03.009.062-00;1837;1837;wdf-942;wdf-0942;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-942
wld-03.009.063-00;1838;1838;wdf-943;wdf-0943;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-943
wld-03.009.064-00;1838;1838;wdf-944;wdf-0944;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-944
wld-03.009.065-00;1838;1838;wdf-945;wdf-0945;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-945
wld-03.009.066-00;1838;1838;wdf-946;wdf-0946;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-946
wld-03.009.067-00;1841;1841;wdf-947;wdf-0947;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-947
wld-03.009.068-00;1841;1841;wdf-948;wdf-0948;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-948
wld-03.010.033-00;;;wdf-830;wdf-0830;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-830
wld-03.010.034-00;;;wdf-831;wdf-0831;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-831
wld-03.010.035-00;;;wdf-832;wdf-0832;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-832
wld-03.010.036-00;;;wdf-833;wdf-0833;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-833
wld-03.011.052-00;;;wdf-748;wdf-0748;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-748
wld-03.011.053-00;1756;1756;wdf-750;wdf-0750;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-750
wld-03.011.054-00;1770;1770;wdf-752;wdf-0752;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-752
wld-03.011.055-00;;;wdf-834;wdf-0834;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-834
wld-03.011.057-00;;;wdf-866;wdf-0866;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-866
wld-03.011.058-00;1796;1796;wdf-867;wdf-0867;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-867
wld-03.011.058-00;1841;1841;wdf-868;wdf-0868;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-868
wld-03.011.059-00;1838;1838;wdf-869;wdf-0869;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-869
wld-03.011.060-00;1839;1839;wdf-870;wdf-0870;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-870
wld-03.011.061-00;1839;1839?;wdf-871;wdf-0871;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-871
wld-03.011.062-00;1839;1839?;wdf-872;wdf-0872;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-872
wld-03.011.063-00;1839;1839;wdf-873;wdf-0873;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-873
wld-03.011.064-00;1839;1839;wdf-874;wdf-0874;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-874
wld-03.011.065-00;1838;1838;wdf-875;wdf-0875;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-875
wld-03.011.066-00;1838;1838;wdf-876;wdf-0876;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-876
wld-03.011.067-00;1839;1839;wdf-877;wdf-0877;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-877
wld-03.011.068-00;1839;1839;wdf-878;wdf-0878;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-878
wld-03.011.069-00;1841;1841;wdf-879;wdf-0879;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-879
wld-03.027.020-00;1770;1770;wdf-929;wdf-0929;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-929
wld-03.027.021-00;1774;1774;wdf-930;wdf-0930;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-930
wld-03.027.022-00;1770;1770;wdf-931;wdf-0931;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-931
wld-03.027.023-00;1787;1787;wdf-973;wdf-0973;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-973
wld-03.027.024-00;1788;1788;wdf-974;wdf-0974;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-974
wld-03.027.025-00;1787;1787;wdf-975;wdf-0975;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-975
wld-03.027.026-00;1789;1789;wdf-976;wdf-0976;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-976
wld-03.027.027-00;1798;1798;wdf-977;wdf-0977;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-977
wld-03.027.028-00;;;wdf-978;wdf-0978;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-978
wld-03.027.029-00;1838;1838?;wdf-979;wdf-0979;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-979
wld-03.027.030-00;;;wdf-980;wdf-0980;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-980
wld-03.027.031-00;1840;1840;wdf-981;wdf-0981;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-981
wld-03.027.032-00;1840;1840;wdf-982;wdf-0982;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-982
wld-03.027.033-00;1840;1840;wdf-983;wdf-0983;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-983
wld-03.027.034-00;1840;1840;wdf-984;wdf-0984;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-984
wld-03.027.035-00;1840;1840;wdf-992;wdf-0992;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-992
wld-03.027.036-00;1840;1840;wdf-993;wdf-0993;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-993
wld-03.027.037-00;1841;1841;wdf-995;wdf-0995;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-995
wld-03.027.038-00;;;wdf-997;wdf-0997;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-997
wld-03.027.039-00;1841;1841;wdf-999;wdf-0999;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-999
wld-03.027.040-00;1840;1840;wdf-949;wdf-0949;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-949
wld-03.027.041-00;1839;1839;wdf-950;wdf-0950;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-950
wld-03.008.053-01;1777;1777;wdf-2001;wdf-2001;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-2001
